FORMATION_DIPLOME;NIVEAU_FORMATION_DIPLOME;N_NIVEAU_FORMATION_DIPLOME.LIBELLE_100;GROUPE_SPECIALITE;N_GROUPE_SPECIALITE.LIBELLE_LONG;LETTRE_SPECIALITE;N_LETTRE_SPECIALITE.LIBELLE_LONG;ANCIEN_RECME;LIBELLE_COURT;LIBELLE_STAT_33;LIBELLE_LONG_200;DATE_OUVERTURE;DATE_FERMETURE;ANCIEN_DIPLOME_1;ANCIEN_DIPLOME_2;ANCIEN_DIPLOME_3;ANCIEN_DIPLOME_4;ANCIEN_DIPLOME_5;ANCIEN_DIPLOME_6;ANCIEN_DIPLOME_7;NOUVEAU_DIPLOME_1;NOUVEAU_DIPLOME_2;NOUVEAU_DIPLOME_3;NOUVEAU_DIPLOME_4;NOUVEAU_DIPLOME_5;NOUVEAU_DIPLOME_6;NOUVEAU_DIPLOME_7;UNITE_CAPITALISABLE;DATE_PREMIERE_SESSION;DATE_DERNIERE_SESSION;DATE_ARRETE_CREATION;DATE_ARRETE_ABROGATION;DATE_ARRETE_MODIFICATION_1;DATE_ARRETE_MODIFICATION_2;DATE_ARRETE_MODIFICATION_3;DATE_ARRETE_MODIFICATION_4;DATE_ARRETE_MODIFICATION_5;DATE_ARRETE_MODIFICATION_6;DATE_ARRETE_MODIFICATION_7;DATE_ARRETE_MODIFICATION_8;DATE_ARRETE_MODIFICATION_9;DATE_ARRETE_MODIFICATION_10;COMMENTAIRE;NATURE_FORMATION_DIPLOME;N_NATURE_FORMATION_DIPLOME.LIBELLE_100;GESTIONNAIRE_FORMATION_DIPLOME;DATE_INTERVENTION;NB_MEF_OUVERT;NB_MEF_FERME;ID_DOCUMENT;CITE_DOMAINE_FORMATION;N_CITE_DOMAINE_FORMATION.LIBELLE_EDITION;DATE_SESSION_RATTRAPAGE;OBSERVATION;N_COMMENTAIRE;CITE_DOMAINE_DETAILLE;N_CITE_2013_DOMAINE_DETAILL.LIBELLE_EDITION;NIVEAU_QUALIFICATION_RNCP;N_NIVEAU_QUALIFICATION_RNCP.LIBELLE_LONG
50033412;500;CERTIFICAT D'APTITUDE PROFESSIONNELLE;334;ACCUEIL, HOTELLERIE, TOURISME;T;REALISATION DU SERVICE;;CAP;COMMER.SERV.HOTEL-CAFE-RESTAURANT;COMMERCIALISATION ET SERVICES EN HOTEL-CAFE-RESTAURANT (CAP);01/09/2017;;50033408;50033409;50033410;;;;;;;;;;;;;2019;;27/02/2017;;04/07/2017;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;10/12/2020;5;1;;811;Hôtellerie et services de restauration;;GH unique. PFMP 14 semaines;;1013;Hôtellerie et services de restauration;03;NIVEAU 3
50032309;500;CERTIFICAT D'APTITUDE PROFESSIONNELLE;323;TECHNIQUES DE IMAGE, SON, SPECTACLE;T;REALISATION DU SERVICE;;CAP;PHOTOGRAPHE;PHOTOGRAPHE (CAP);01/09/2000;31/08/2014;50032304;;;;;;;;;;;;;;;2001;2013;22/10/1999;22/12/2011;06/12/2001;17/03/2005;24/02/2010;;;;;;;;REMPLACE LE CAP  MÊME INTITULE (50032304T). DECOUPAGE EN UNITES PAR ARRÊTE DU 17/03/2005 A PARTIR DE LA SESSION 2007 (pas de changement de code). CAP "METIERS D'ART" (arrêté du 29/06/2007).;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;10/12/2020;0;6;;213;Techniques audiovisuelles et production média;2014;PFMP = 12 semaines. Grille horaire n°1.;;;;03;NIVEAU 3
50022140;500;CERTIFICAT D'APTITUDE PROFESSIONNELLE;221;AGRO-ALIMENTAIRE, ALIMENTATION, CUISINE;S;PRODUCTION;;CAP;CREMIER-FROMAGER;CREMIER-FROMAGER (CAP);01/09/2018;;;;;;;;;;;;;;;;;2020;;04/07/2017;;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;10/12/2020;5;1;;341;Vente en gros et au détail;;GH unique. PFMP 14 semaines;;0416;Vente en gros et au détail;03;NIVEAU 3
50025123;500;CERTIFICAT D'APTITUDE PROFESSIONNELLE;251;MECANIQ.GENERALE & DE PRECISION, USINAGE;U;CONDUITE SURVEILLANCE DE MACHINES;501083;CAP;DECOLLETAGE : OPERATEUR REGLEUR;DECOLLETAGE : OPERATEUR REGLEUR EN DECOLLETAGE (CAP);09/01/1990;;50025104;;;;;;;;;;;;;;O;1991;;09/01/1990;;24/02/2010;12/06/2015;;;;;;;;;REMPLACE LE CAP DE MÊME INTITULE (50025104U).;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;02/04/2021;5;1;;521;Mécanique et travail du métal;;GH unique. PFMP 12 semaines;;0715;Mécanique et techniques apparentées;03;NIVEAU 3
50022343;500;CERTIFICAT D'APTITUDE PROFESSIONNELLE;223;METALLURGIE (Y.C. SIDERURGIE, FONDERIE);V;PRODUCTION A CARACTERE ARTISTIQUE;503654;CAP;LAPIDAIRE OP_B : PIERRES DE COUL.;LAPIDAIRE OPTION B : PIERRES DE COULEUR (CAP);20/09/1974;;;;;;;;;;;;;;;;;1976;;20/09/1974;;26/05/1977;24/02/2010;12/06/2015;;;;;;;;CAP "METIERS D'ART" (arrêté du 29/06/2007).;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;02/04/2021;5;1;;215;Artisanat;;GH unique. PFMP 12 semaines. 2 OPTIONS : A- DIAMANT (50022339V), B- PIERRES DE COULEUR (50022343V);;0214;Artisanat;03;NIVEAU 3
01024301;010;MENTION COMPLEMENTAIRE;243;CUIRS ET PEAUX;S;PRODUCTION;522201;MC5;PIQUAGE ARTICLES CHAUSSANTS (MC5);PIQUAGE D'ARTICLES CHAUSSANTS (MC NIVEAU V);09/08/1989;31/08/2021;;;;;;;;;;;;;;;N;1990;2021;09/08/1989;03/05/2021;06/08/1991;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;09/06/2021;0;1;;542;Textile, vêtement,chaussure et cuir;;Abrogé sans remplacement.;;0723;Textiles (vêtements, chaussures et cuir);03;NIVEAU 3
43322103;433;BAC TECHNOLOGIQUE AGRICOLE;221;AGRO-ALIMENTAIRE, ALIMENTATION, CUISINE;P;ORGANISATION GESTION;;BAC TEC AG;STPA SCES ET TECH PROD AGRO-ALIM;STPA SCIENCES ET TECHNOLOGIES DU PRODUIT AGRO-ALIMENTAIRE (BAC TECHNO);01/09/2002;31/08/2007;;;;;;;;;;;;;;;;2004;2007;12/07/2002;01/01/2006;;;;;;;;;;;RS 2002 1 SERIE STPA au lieu de 2 43322101 et 43322102, REMPLACE PAR SERIE STAV 43321004;1;DIPLOME NATIONAL / DIPLOME D'ETAT;SPN AGRI;10/12/2020;0;2;;541;Traitement des produits alimentaires;;;;;;00;HORS PERIMETRE
43321003;433;BAC TECHNOLOGIQUE AGRICOLE;210;SPEC.PLURIVAL.DE L'AGRONOMIE & AGRICULT.;P;ORGANISATION GESTION;;BAC TEC AG;STAE TECHNOLOGIE DES AMENAGEMENTS;STAE SCIENCES ET TECHNOLOGIES DE L'AGRONOMIE ET DE L'ENVIRONNEMENT SPE TECHNOLOGIE DES AMENAGEMENTS (BAC TECHNO);01/09/2002;31/08/2007;;;;;;;;;;;;;;;;2004;2007;12/07/2002;01/01/2006;;;;;;;;;;;RS 2002 REMPLACE 43321301 DE MEME NOM CHGT DE GROUPE NSF;1;DIPLOME NATIONAL / DIPLOME D'ETAT;SPN AGRI;10/12/2020;0;2;2;620;Agriculture, sylviculture et halieutique;;;;;;00;HORS PERIMETRE
43321002;433;BAC TECHNOLOGIQUE AGRICOLE;210;SPEC.PLURIVAL.DE L'AGRONOMIE & AGRICULT.;P;ORGANISATION GESTION;;BAC TEC AG;STAE SYSTEMES DE PRODUCTION;STAE SCIENCES ET TECHNOLOGIES DE L'AGRONOMIE ET DE L'ENVIRONNEMENT SPE TECHNOLOGIE DES SYSTEMES DE PRODUCTION (BAC TECHNO);01/09/2002;31/08/2007;;;;;;;;;;;;;;;;2004;2007;12/07/2002;01/01/2006;;;;;;;;;;;RS 2002 2 SERIES STAE au lieu de 4 REMPLACE 43321001, 43321101, 43321201, REMPLACE PAR SERIE STAV 43321004;1;DIPLOME NATIONAL / DIPLOME D'ETAT;;10/12/2020;0;2;1;620;Agriculture, sylviculture et halieutique;;;;;;00;HORS PERIMETRE
51022703;510;BREVET D'ETUDES PROFESSIONNELLES;227;ENERGIE, GENIE CLIMATIQUE;S;PRODUCTION;;BEP;TECHNIQUES FROID CONDITIONNEM.AIR;TECHNIQUES DU FROID ET DU CONDITIONNEMENT D'AIR (BEP);01/09/2003;31/08/2010;;;;;;;;51022707;;;;;;;;2005;2010;31/07/2003;28/07/2009;;;;;;;;;;;CREATION EX NIHILO. REMPLACE PAR LE BEP FROID & CONDITIONNEMENT DE L'AIR (51022707S).;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;10/12/2020;0;3;;582;Bâtiment et génie civil;;Grille horaire n°3 Production.;;;;03;NIVEAU 3
01023402;010;MENTION COMPLEMENTAIRE;234;TRAVAIL DU BOIS ET DE L'AMEUBLEMENT;S;PRODUCTION;522301;MC5;CHARP.NAV.BOIS-MATERX ASSOC.(MC5);CHARPENTE NAVALE BOIS ET MATERIAUX ASSOCIES (MC NIVEAU V);07/05/1991;31/08/2008;50023409;;;;;;;50023444;;;;;;;N;1992;2007;07/05/1991;31/03/2005;;;;;;;;;;;A REMPLACE LE CAP CHARPENTIER DE NAVIRE EN BOIS (50023409S). ABROGE SANS REMPLACEMENT. CETTE ABROGATION EST LIEE A LA CREATION DU CAP 50023444.;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;10/12/2020;0;1;;543;Matériaux (bois, papier, plastique, verre);2008;Même MC que la MC de niveau 4 (01023401S) créée en double lors de l'ancienne codification (par groupe de métiers) & fermée pour la rentrée scolaire 2005.;;;;03;NIVEAU 3
01023401;010;MENTION COMPLEMENTAIRE;234;TRAVAIL DU BOIS ET DE L'AMEUBLEMENT;S;PRODUCTION;462301;MC4;CHARP.NAV.BOIS-MATERX ASSOC.(MC4);CHARPENTE NAVALE BOIS ET MATERIAUX ASSOCIES (MC NIVEAU IV);07/05/1991;31/08/2005;;;;;;;;;;;;;;;N;1992;;07/05/1991;01/01/2004;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;10/12/2020;0;1;;543;Matériaux (bois, papier, plastique, verre);;Même MC que la MC de niveau 5 (01023402S) créée en double lors de l'ancienne codification (par groupe de métiers). La 10ème CPC du 17/06/04 a décidé de classer cette MC uniquement au niveau 5.;;;;04;NIVEAU 4
01023303;010;MENTION COMPLEMENTAIRE;233;BATIMENT : FINITIONS;W;COMMERCIALISATION;;MC5;VENTE TECHNIQUE HABITAT(MC5);VENTE TECHNIQUE POUR L'HABITAT (MC NIVEAU V);01/09/1997;31/08/2006;50031207;;;;;;;01023305;;;;;;;N;1998;2005;21/07/1997;06/12/2004;18/10/2000;;;;;;;;;;SA CREATION A ETE LIEE  A L'ABROGATION DU CAP QUINCAILLERIE (50031207T). REMPLACE  PAR LA MC4 VENDEUR SPECIALISE  EN PRODUITS TECHNIQUES POUR L'HABITAT (01023305W).;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;10/12/2020;0;1;;341;Vente en gros et au détail;2006;Portée par erreur en MC4 en 2001-2002.;;;;03;NIVEAU 3
01023301;010;MENTION COMPLEMENTAIRE;233;BATIMENT : FINITIONS;S;PRODUCTION;520701;MC5;PEINTURE DECORATION (MC5);PEINTURE DECORATION (MC AUX CAP ET BEP);09/08/1989;31/08/2002;;;;;;;;01023304;;;;;;;N;1990;2001;09/08/1989;26/07/2000;05/01/1990;10/10/1991;15/02/1994;;;;;;;;REMPLACEE PAR LA MC4  DE MÊME INTITULE (01023304S).;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;10/12/2020;0;1;;582;Bâtiment et génie civil;2002;;;;;03;NIVEAU 3
32025218;320;BREVET DE TECHNICIEN SUPERIEUR;252;MOTEURS ET MECANIQUE AUTO;R;CONTROLE PREVENTION ENTRETIEN;;BTS;MAINT. MATER. CONSTRUC. MANUTENT.;MAINTENANCE DES MATERIELS DE CONSTRUCTION ET DE MANUTENTION (BTS);01/09/2017;;32025209;;;;;;;;;;;;;;;2019;;13/02/2017;;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESIP A2;10/12/2020;3;0;;525;Véhicules à moteur, construction navale et aeronautique;;;;0716;Véhicules à moteur, bateaux et aéronefs;05;NIVEAU 5
32025209;320;BREVET DE TECHNICIEN SUPERIEUR;252;MOTEURS ET MECANIQUE AUTO;R;CONTROLE PREVENTION ENTRETIEN;;BTS;MAINT. A-V. ENGINS TP MANUTENTION;MAINTENANCE ET APRES-VENTE DES ENGINS DE TRAVAUX PUBLICS ET DE MANUTENTION (BTS);01/09/1999;31/08/2018;;;;;;;;32025218;;;;;;;;2001;2018;09/12/1999;13/02/2017;22/07/2008;03/06/2010;;;;;;;;;CREATION EX NIHILO.;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESIP A2;10/12/2020;0;3;;525;Véhicules à moteur, construction navale et aeronautique;;;;0716;Véhicules à moteur, bateaux et aéronefs;05;NIVEAU 5
50023324;500;CERTIFICAT D'APTITUDE PROFESSIONNELLE;233;BATIMENT : FINITIONS;S;PRODUCTION;;CAP;MONTEUR INSTALLATIONS SANITAIRES;MONTEUR EN INSTALLATIONS SANITAIRES (CAP);01/09/2018;;50023317;;;;;;;;;;;;;;;2020;;11/04/2018;;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;10/12/2020;5;1;;582;Bâtiment et génie civil;;GH unique. PFMP 14 semaines;;0732;Construction et génie civil;03;NIVEAU 3
51032203;510;BREVET D'ETUDES PROFESSIONNELLES;322;TECHNIQUES D'IMPRIMERIE ET D'EDITION;S;PRODUCTION;;BEP;METIERS COMMUNIC. IND.GRAPHIQUES;METIERS DE LA COMMUNICATION ET DES INDUSTRIES GRAPHIQUES (BEP);01/09/2003;31/08/2011;51032201;51032202;;;;;;51032204;51032205;;;;;;;2005;2010;27/05/2003;24/07/2009;;;;;;;;;;;A REMPLACE LES  BEP  (51032201S) &  (51032202S). REMPLACE PAR LE BEP INDUSTRIES GRAPHIQUES A 2 OPTIONS : PRODUCTION GRAPHIQUE (51032204M), PRODUCTION IMPRIMEE (51032205M).;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;10/12/2020;0;3;;213;Techniques audiovisuelles et production média;2011;Grille horaire n°1 Production.;;;;03;NIVEAU 3
50024005;500;CERTIFICAT D'APTITUDE PROFESSIONNELLE;240;SPECIALIT.PLURITECHNO MATERIAUX SOUPLES;T;REALISATION DU SERVICE;;CAP;METIER DU PRESSING;METIER DU PRESSING (CAP);01/09/2005;31/08/2022;50024004;;;;;;;50024008;;;;;;;;2007;2022;17/03/2005;11/12/2020;24/02/2010;12/06/2015;;;;;;;;;REMPLACE LE CAP ENTRETIEN DES ARTICLES TEXTILES EN ENTREPRISES ARTISANALES (50024004T).;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;04/05/2021;0;6;;542;Textile, vêtement,chaussure et cuir;;GH unique. PFMP 14 semaines;;0723;Textiles (vêtements, chaussures et cuir);03;NIVEAU 3
01032201;010;MENTION COMPLEMENTAIRE;322;TECHNIQUES D'IMPRIMERIE ET D'EDITION;S;PRODUCTION;;MC5;FINIT.FACONNAG.PRDTS IMPRIM.(MC5);FINITION-FACONNAGE DE PRODUITS IMPRIMES (MC DE NIVEAU V);01/09/2004;31/08/2013;;;;;;;;;;;;;;;;2005;2012;16/02/2004;25/02/2011;05/05/2006;;;;;;;;;;CREATION EX NIHILO. CETTE CREATION EST LIEE  A L'ABROGATION DU  CAP CONDUITE DE MACHINES AUTOMATISEES DE RELIURE BROCHURE INDUSTRIELLE  (50032216U). ABROGE SANS REMPLACEMENT.;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;10/12/2020;0;1;;213;Techniques audiovisuelles et production média;2013;;;;;03;NIVEAU 3
01031103;010;MENTION COMPLEMENTAIRE;311;TRANSPORT, MANUTENTION, MAGASINAGE;U;CONDUITE SURVEILLANCE DE MACHINES;;MC5;TRANSPORTEUR FLUVIAL (MC5);TRANSPORTEUR FLUVIAL (MC DE NIVEAU V);01/09/2003;31/08/2017;;;;;;;;;;;;;;;;2004;2016;06/06/2003;05/04/2013;;;;;;;;;;;CREATION EX NIHILO.;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;10/12/2020;0;1;;840;Services de transport;2017;;;1041;Services de transport;03;NIVEAU 3
01025303;010;MENTION COMPLEMENTAIRE;253;MECANIQUE AERONAUTIQUE ET SPATIALE;R;CONTROLE PREVENTION ENTRETIEN;;MC4;AERONAUTIQ.OPT. AVIONIQUE (MC4);AERONAUTIQUE OPTION AVIONIQUE (MC NIVEAU IV);01/09/1999;31/08/2015;42025301;42025507;01025301;;;;;01025312;;;;;;;N;1999;2015;07/06/1999;18/02/2015;19/02/2002;30/07/2003;26/07/2005;03/10/2005;04/09/2007;;;;;;CREAT. LIEE à ABRO.DIP4 42025301R & 42025507R. REMPLACE, A PARTIR RS 1999, avec autres opt., MC 01025301R créée par erreur prép.RS98 sans option. Pas de changement de code suite arr.30/07/2003.;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;10/12/2020;0;1;;525;Véhicules à moteur, construction navale et aeronautique;;5 OPT : AVIONIQUE (01025303R), AVIONS A MOTEUR A PISTONS (01025304R), AVIONS A MOTEURS A TURBINES (01025305R), HELICOPTERE A MOTEURS A PISTON (01025306R), HELICOPTERE A MOTEURS A TURBINES (01025307R).;;0716;Véhicules à moteur, bateaux et aéronefs;04;NIVEAU 4
93313101;933;DIPLOME INITIAL DE LANGUE FRANCAISE;131;FRANCAIS, LITTERATURE & CIVIL.FRANCAISE;A;AUTRE/NON INDIQUE (DOMAINE DISCIPLINAIR);;DILF;DILF A1.1;DIPLÔME INITIAL DE LANGUE FRANCAISE A1.1 UTILISATEUR ELEMENTAIRE NIVEAU INTRODUCTIF OU DECOUVERTE;;;;;;;;;;;;;;;;;;2007;;19/12/2006;;;;;;;;;;;;;0;NON SPECIFIEE;;10/12/2020;0;0;;222;Langues et cultures étrangères;;;;0231;Acquisition d'une langue;99;INDETERMINE
01023203;010;MENTION COMPLEMENTAIRE;232;BATIMENT : CONSTRUCTION ET COUVERTURE;S;PRODUCTION;;MC5;MACONNERIE DE BRIQUES (MC5);MACONNERIE DE BRIQUES (MC NIVEAU V);01/09/1997;31/08/2006;;;;;;;;;;;;;;;N;1999;2005;07/05/1998;22/09/2004;;;;;;;;;;;ABROGEE SANS REMPLACEMENT.;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;10/12/2020;0;1;;582;Bâtiment et génie civil;2006;Avait été créée prématurément à la rentrée scolaire 1997 (date d'ouverture du Mef au 01/09/1997, au lieu de 1998).;;;;03;NIVEAU 3
01023201;010;MENTION COMPLEMENTAIRE;232;BATIMENT : CONSTRUCTION ET COUVERTURE;S;PRODUCTION;460501;MC4;RESTAU.PATRIM.ARCHI.GR.OEUV.(MC4);RESTAURATION DU PATRIMOINE ARCHITECTURAL OPTION : GROS OEUVRE (MC NIVEAU IV);21/11/1991;31/08/2009;;;;;;;;;;;;;;;N;1991;2008;21/11/1991;18/02/2008;;;;;;;;;;;ABROGEE SANS REMPLACEMENT.;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;10/12/2020;0;1;;215;Artisanat;2009;Seule option enregistrée dans la BCN.;;;;04;NIVEAU 4
01023101;010;MENTION COMPLEMENTAIRE;231;MINES ET CARRIERES, GENIE CIVIL, TOPOGR.;S;PRODUCTION;;MC4;EXPL.CARRIER.TRAIT.GRANULA. (MC4);EXPLOITATION DE CARRIERES ET DE TRAITEMENTS DES GRANULATS (MC NIVEAU IV);01/09/1995;31/08/2006;;;;;;;;;;;;;;;N;1996;2005;06/11/1995;05/10/2005;;;;;;;;;;;ABROGEE SANS REMPLACEMENT.;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;10/12/2020;0;1;;544;Industries minières et extractives;;Mef & Diplôme fermés avec retard d'1 an (Cf date de publication de l'arrêté).;;;;04;NIVEAU 4
01023001;010;MENTION COMPLEMENTAIRE;230;SPEC.PLURITECHNO, GENIE CIVIL, CONSTRUC.;N;CONCEPTION;522704;MC5;DESSINAT.IND.CONST.ELECTRONQ(MC5);DESSINATEUR INDUSTRIEL EN CONSTRUCTION ELECTRONIQUE (MC AUX CAP ET BEP);15/10/1973;31/08/1994;;;;;;;;;;;;;;;N;1974;1989;15/10/1973;31/08/1988;12/07/1982;;;;;;;;;;ABROGEE.;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;10/12/2020;0;1;;999;INCONNU ou non précisé;;;;;;03;NIVEAU 3
51023304;510;BREVET D'ETUDES PROFESSIONNELLES;233;BATIMENT : FINITIONS;S;PRODUCTION;;BEP;TECHNQ.METX VERR.MATERX SYNTH.BAT;TECHNIQUES DES METAUX, DU VERRE ET DES  MATERIAUX DE SYNTHESE DU BATIMENT (BEP);01/09/2003;31/08/2010;51023302;;;;;;;51025405;;;;;;;;2005;2010;31/07/2003;29/07/2009;;;;;;;;;;;A REMPLACE LE BEP BÂTIMENT : METAUX, VERRE, MATERIAUX DE SYNTHESE (51023302S). REMPLACE PAR LE BEP REALISATION D'OUVRAGES DU BÂTIMENT EN ALUMINIUM, VERRE & MATERIAUX DE SYNTHESE (51025405S).;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;10/12/2020;0;3;;582;Bâtiment et génie civil;;Grille horaire n°3 Production.;;;;03;NIVEAU 3
50033616;500;CERTIFICAT D'APTITUDE PROFESSIONNELLE;336;COIFFURE, ESTHETIQ.& AUTR.SERVICES PERSO;T;REALISATION DU SERVICE;;CAP;METIERS DE LA COIFFURE;METIERS DE LA COIFFURE (CAP);01/09/2019;;50033610;;;;;;;;;;;;;;;2021;;05/06/2019;;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;10/12/2020;5;1;;815;Coiffure et soins de beauté;;GH unique. PFMP 12 semaines;;1012;Services de soins de beauté et de coiffure;03;NIVEAU 3
50025219;500;CERTIFICAT D'APTITUDE PROFESSIONNELLE;252;MOTEURS ET MECANIQUE AUTO;R;CONTROLE PREVENTION ENTRETIEN;;CAP;MAINT.VEHIC.OPTB VEHIC.TRANS.ROUT;MAINTENANCE DES VEHICULES OPTION B VEHICULES DE TRANSPORT ROUTIER (CAP);01/09/2014;;50025215;;;;;;;;;;;;;;;2016;;22/04/2014;;12/06/2015;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;10/12/2020;5;1;;525;Véhicules à moteur, construction navale et aeronautique;;GH unique. PFMP 12 semaines. 3 options : A véhicules particuliers (50025218R), B véhicules de transport routier (50025219R), C motocycles (50025220);octobre 2014 : renseignement colonne CITE_DOMAINE_FORMATION;0716;Véhicules à moteur, bateaux et aéronefs;03;NIVEAU 3
01022702;010;MENTION COMPLEMENTAIRE;227;ENERGIE, GENIE CLIMATIQUE;R;CONTROLE PREVENTION ENTRETIEN;520603;MC;MAINTENANCE EQUIP.THERMIQUE INDU.;MAINTENANCE EN EQUIPEMENT THERMIQUE INDIVIDUEL (MC AUX CAP ET BEP);01/01/1901;02/01/1901;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;CREEE PAR ERREUR EN DOUBLE AVEC 01022701T.;Z;ERREUR - SUPPRESSION POSSIBLE;DGESCO A2-3;10/12/2020;0;0;;999;INCONNU ou non précisé;;;;;;03;NIVEAU 3
50321233;503;CERTIFICAT D'APTITUDE PROFESSIONNELLE AGRICOLE;212;PRODUCTIONS ANIMALES, ELEVAGE SPECIALIS.;S;PRODUCTION;;BPA5;CHEF ENTR OHQ ELEVAGE PORCIN;CHEF D'ENTREPRISE OU OUVRIER HAUTEMENT QUALIFIE / ELEVAGE PORCIN (BPA5);01/09/2003;31/08/2009;;;;;;;;;;;;;;;;2004;2010;;;;;;;;;;;;;RS 2003 Andrieu sans TO / logiquement fermer 50321204 ELEVAGE - ESPECE PORCINE (BPA5);2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;SPN AGRI;10/12/2020;0;0;;621;Production agricole et animale;;;;;;03;NIVEAU 3
50024129;500;CERTIFICAT D'APTITUDE PROFESSIONNELLE;241;TEXTILE;U;CONDUITE SURVEILLANCE DE MACHINES;;CAP;CONDUIT.SYS.IND.OP.TRAIT.IND.TEXT;CONDUITE DE SYSTEMES INDUSTRIELS OPTION TRAITEMENT EN INDUSTRIES TEXTILES (CAP);01/09/2003;31/08/2013;50025114;50022110;50022325;50022003;;;;50020101;;;;;;;;2005;2013;09/01/2003;30/03/2012;13/07/2004;24/02/2010;;;;;;;;;REMPLACE, AVEC LES AUTRES OPTIONS (50022134U, 50025007U, 50024128U, 50022358U, 50022610U), 50025114U, 50022110U, 50022325U, 50022003U. Voir 1ère année commune (50020003U).;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;10/12/2020;0;3;;542;Textile, vêtement,chaussure et cuir;;PFMP=14 sem. Grille Horaire n°2. 6 OPT. : AGROA. (50022134U), PROD.TRANSF.METAUX (50022358U), PAP.CARTON (50022610U), PROD. IND.TEXT. (50024128U), TRAIT.IND.TEXT. (50024129U), FAB.ASSEMBL.(50025007U).;;;;03;NIVEAU 3
50022134;500;CERTIFICAT D'APTITUDE PROFESSIONNELLE;221;AGRO-ALIMENTAIRE, ALIMENTATION, CUISINE;U;CONDUITE SURVEILLANCE DE MACHINES;;CAP;CONDUIT.SYST.IND. OPT. AGRO-ALIM.;CONDUITE DE SYSTEMES INDUSTRIELS OPTION AGROALIMENTAIRE (CAP);01/09/2003;31/08/2013;50025114;50022110;50022325;50022003;;;;50020101;;;;;;;;2005;2013;09/01/2003;30/03/2012;13/07/2004;24/02/2010;;;;;;;;;REMPLACE, AVEC LES AUTRES OPTIONS (50025007U, 50024128U, 50024129U, 50022358U, 50022610U), 50025114U, 50022110U, 50022325U, 50022003U. Voir 1ère année commune (50020003U).;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;10/12/2020;0;3;;541;Traitement des produits alimentaires;;PFMP=14 sem. Grille Horaire n°2. 6 OPT. : AGROA. (50022134U), PROD.TRANSF.METAUX (50022358U), PAP.CARTON (50022610U), PROD. IND.TEXT. (50024128U), TRAIT.IND.TEXT. (50024129U), FAB.ASSEMBL.(50025007U).;;;;03;NIVEAU 3
40322102;403;BAC PROFESSIONNEL AGRICOLE;221;AGRO-ALIMENTAIRE, ALIMENTATION, CUISINE;W;COMMERCIALISATION;;BAC PRO AG;VENTE CONSEIL-QUALITE PROD ALIM;TECHNICIEN VENTE ET CONSEIL-QUALITE EN PRODUITS ALIMENTAIRES (BAC PRO AG);01/09/2003;31/08/2011;;;;;;;;;;;;;;;;2005;2011;30/07/2003;;;;;;;;;;;;RS 2003 NOUVEAU Andrieu /Derambure LIBELLE MODIFIE Derambure / voir arrété 40321003 REMPLACE BTA COMM SERVICE PRODUITS FRAIS 42321004 et 42321005;1;DIPLOME NATIONAL / DIPLOME D'ETAT;SPN AGRI;10/12/2020;0;2;;341;Vente en gros et au détail;;;;;;04;NIVEAU 4
