FORMATION_DIPLOME;NIVEAU_FORMATION_DIPLOME;N_NIVEAU_FORMATION_DIPLOME.LIBELLE_100;GROUPE_SPECIALITE;N_GROUPE_SPECIALITE.LIBELLE_LONG;LETTRE_SPECIALITE;N_LETTRE_SPECIALITE.LIBELLE_LONG;ANCIEN_RECME;LIBELLE_COURT;LIBELLE_STAT_33;LIBELLE_LONG_200;DATE_OUVERTURE;DATE_FERMETURE;UNITE_CAPITALISABLE;DATE_PREMIERE_SESSION;DATE_DERNIERE_SESSION;DATE_ARRETE_CREATION;DATE_ARRETE_ABROGATION;DATE_ARRETE_MODIFICATION_1;DATE_ARRETE_MODIFICATION_2;DATE_ARRETE_MODIFICATION_3;DATE_ARRETE_MODIFICATION_4;DATE_ARRETE_MODIFICATION_5;DATE_ARRETE_MODIFICATION_6;DATE_ARRETE_MODIFICATION_7;DATE_ARRETE_MODIFICATION_8;DATE_ARRETE_MODIFICATION_9;DATE_ARRETE_MODIFICATION_10;COMMENTAIRE;NATURE_FORMATION_DIPLOME;N_NATURE_FORMATION_DIPLOME.LIBELLE_100;GESTIONNAIRE_FORMATION_DIPLOME;DATE_INTERVENTION;ID_DOCUMENT;CITE_DOMAINE_FORMATION;N_CITE_DOMAINE_FORMATION.LIBELLE_EDITION;DIPLOME_SISE;N_DIPLOME_SISE.LIBELLE_INTITULE_1;HABILITATION_ORIGINE;NUMERO_UAI;N_COMMENTAIRE;CITE_DOMAINE_DETAILLE;N_CITE_2013_DOMAINE_DETAILL.LIBELLE_EDITION;NIVEAU_QUALIFICATION_RNCP;N_NIVEAU_QUALIFICATION_RNCP.LIBELLE_LONG
25034316;250;LICENCE PROFESSIONNELLE;343;NETTOYAGE, ASSAIN., PROTECTION ENVIRONMT;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;LIC-PRO;RISQUES ET IMPACTS ENVIRONNEMENTX;PROTECTION DE L'ENVIRONNEMENT SPE METIERS DES RISQUES ET DES IMPACTS ENVIRONNEMENTAUX (LP NIMES);01/09/2010;31/08/2015;;;2015;;;;;;;;;;;;;remplace avec le 25034315 par le 25034332;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;850;Protection de l'environnement;2007772;PROTECTION DE L'ENVIRONNEMENT;20100575;0301687W;;0521;Sciences environnementales;06;NIVEAU 6
56X34401;56X;TH DE NIV 5 ORGANISMES GESTIONNAIRES DIVERS;344;SECURITE DES BIENS ET DES PERSONNES;T;REALISATION DU SERVICE;;TH5-X;AGENT PREVENTION SURETE SECURITE;AGENT(E) DE PREVENTION DE SURETE ET DE SECURITE (EEIE-EESP);01/09/2016;31/08/2025;;;;;29/05/2025;;;;;;;;;;;rncp 34647 ecole europeenne d'intelligence economique;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;DEPPA1;10/12/2020;;861;Protection des biens et des personnes;;;;;;1032;Protection des biens et des personnes;03;NIVEAU 3
13531026;135;MASTER PROFESSIONNEL;310;SPECIALIT.PLURIV.DES ECHANGES & GESTION;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;MASTER 1;GEST ECO SCIENCES DE GESTION;DROIT, ECONOMIE, GESTION : SCIENCES DE GESTION (MASTER1 PARIS 10);01/09/2005;31/08/2015;;;2015;;;;;;;;;;;;;Univ Paris 10;T;ANNEE COMMUNE OU TRONC COMMUN;;10/12/2020;;345;Gestion et administration;2201021;GESTION - ECONOMIE : SCIENCES DE GESTION;20090345;0921204J;;0413;Gestion et administration;07;NIVEAU 7
26X32603;26X;TH DE NIV 2 ORGANISMES GESTIONNAIRES DIVERS;326;INFORMATIQUE, TRAITEMT DE L'INFORMATION;R;CONTROLE PREVENTION ENTRETIEN;;TH2-X;RESP ETUDES DEVPT DU SYST D'INFOR;RESPONSABLE EN ETUDES ET EN DEVELOPPEMENT DU SYSTEME D'INFORMATION (HITEMA);01/09/2010;31/08/2017;;;;22/12/2014;31/12/2015;;;;;;;;;;;rncp 9407 remplace par le 16X32606;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;DEPPA1;10/12/2020;;481;Sciences informatiques;;;;0922614S;;0612;Conception et administration de bases de donn�es et de r�seau;06;NIVEAU 6
25023025;250;LICENCE PROFESSIONNELLE;230;SPEC.PLURITECHNO, GENIE CIVIL, CONSTRUC.;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;LIC-PRO;MAINTENANCE REHABILITATION;BATIMENT ET CONSTRUCTION SPE MAINTENANCE ET REHABILITATION (LP NANTES);01/09/2012;31/08/2017;;;;;;;;;;;;;;;;remplace par le 25023050 avec le 25023217;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;582;B�timent et g�nie civil;2002553;BATIMENT ET CONSTRUCTION;20001217;0440984F;;0732;Construction et g�nie civil;06;NIVEAU 6
13512839;135;MASTER PROFESSIONNEL;128;DROIT, SCIENCES POLITIQUES;F;APPLICATIONS AUX TECHNO DE PRODUCTION;;MASTER PRO;DRT DES INDUSTRIES DES PDTS SANTE;DROIT, ECONOMIE, GESTION : DROIT DE LA SANT� SPE DROIT DES INDUSTRIES DES PRODUITS DE SANTE (MASTER PARIS 5);01/09/2010;31/08/2019;;;;;;;;;;;;;;;;Demande CFA LEEM Boulogne;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;720;Sant�;2204918;DROIT, ECONOMIE, GESTION : DROIT DE LA SANTE;20051911;0751721N;;0910;Sant�;07;NIVEAU 7
13531107;135;MASTER PROFESSIONNEL;311;TRANSPORT, MANUTENTION, MAGASINAGE;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;MASTER PRO;GESTION PN LOGISTIQUE ACHATS;DROIT, ECONOMIE, GESTION : GESTION DE PRODUCTION, LOGISTIQUE, ACHATS (MASTER U LITTORAL);01/09/2010;31/08/2020;;;;;;;;;;;;;;;;remplace sise 2215600 hab 20060738;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;345;Gestion et administration;2500033;GESTION DE PRODUCTION, LOGISTIQUE, ACHATS;20150348;0595964M;;0413;Gestion et administration;07;NIVEAU 7
26X31502;26X;TH DE NIV 2 ORGANISMES GESTIONNAIRES DIVERS;315;RESSOURCES HUMAINES GESTION DU PERSONNEL;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;TH2-X;CONSULTANT RECRUTEMENT;CHARGE DE RECRUTEMENT (CCI PARIS IDF, CCI LYON METROPOLE ST ETIENNE ROANNE);01/09/2010;31/08/2026;;;;;08/07/2026;;;;;;;;;;;rncp 35767;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;DEPPA1;29/09/2021;;345;Gestion et administration;;;;0783672T;;0413;Gestion et administration;06;NIVEAU 6
13511806;135;MASTER PROFESSIONNEL;118;SCIENCES DE LA VIE;G;APPLICATIONS AUX ACTIVITES DE SERVICES;;MASTER PRO;INGENIERIE DE LA SANTE;INGENIERIE DE LA SANTE (MASTER POITIERS);01/09/2010;31/08/2023;;;;;;;;;;;;;;;;anc hab 20081493 sise 2214967;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;420;Sciences de la vie;2500227;INGENIERIE DE LA SANTE;20181152;0860856N;;0510;Sciences biologiques et apparent�es;07;NIVEAU 7
25020029;250;LICENCE PROFESSIONNELLE;200;TECHNOLOGIES INDUSTRIELLES FONDAMENTALES;R;CONTROLE PREVENTION ENTRETIEN;;LIC-PRO;MAINTENANCE TECHNO SYSTM PLURITEC;MAINTENANCE ET TECHNOLOGIE : SYSTEMES PLURITECHNIQUES (LP VALENCIENNES);01/09/2004;31/08/2020;;;;;;;;;;;;;;;;remplace sise 2002734 hab 20024117;1;DIPLOME NATIONAL / DIPLOME D'ETAT;SPN C2;10/12/2020;;345;Gestion et administration;2400068;MAINTENANCE ET TECHNOLOGIE : SYSTEMES PLURITECHNIQUES;20150227;0593279U;;0413;Gestion et administration;06;NIVEAU 6
13512838;135;MASTER PROFESSIONNEL;128;DROIT, SCIENCES POLITIQUES;G;APPLICATIONS AUX ACTIVITES DE SERVICES;;MASTER PRO;DROIT PUBLIC DES AFFAIRES;DROIT PUBLIC DES AFFAIRES (MASTER POITIERS);01/09/2010;31/08/2023;;;;;;;;;;;;;;;;anc hab 20081455 sise 2214726;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;380;Droit;2500048;DROIT PUBLIC DES AFFAIRES;20181124;0860856N;;0421;Droit;07;NIVEAU 7
13522209;135;MASTER PROFESSIONNEL;222;TRANSFORMATIONS CHIMIQUES ET APPARENTEES;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;MASTER PRO;BIO SANTE MAT PREM NATUR COSMETIQ;SCIENCES, TECHNOLOGIES, SANTE : BIOLOGIE-SANTE SPE MATIERES PREMIERES NATURELLES COSMETIQUES (MASTER VERSAILLES);01/09/2010;31/08/2015;;;2015;;;;;;;;;;;;;13522205 et 1352209 remplaces par 13522223;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;524;Chimie et g�nie des proc�d�s;2215983;SCIENCES, TECHNOLOGIES, SANTE : BIOLOGIE - SANTE;20042456;0781944P;;0711;Ing�nierie chimique et processus;07;NIVEAU 7
20525501;205;LICENCE LMD;255;ELECTRICITE, ELECTRONIQUE;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;LIC LMD;ELECTRONIQ ENERJ ELECTRIQ AUTOMAT;ELECTRONIQUE,ENERGIE ELECTRIQUE, AUTOMATIQUE (LIC LMD PARIS 6);01/09/2010;31/08/2019;;;;;;;;;;;;;;;;demande du CFA UPMC;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;523;Electronique et automatisation;2300040;ELECTRONIQUE, ENERGIE ELECTRIQUE, AUTOMATIQUE;20140981;0751722P;;0714;�lectronique et automatisation;06;NIVEAU 6
25011805;250;LICENCE PROFESSIONNELLE;118;SCIENCES DE LA VIE;F;APPLICATIONS AUX TECHNO DE PRODUCTION;;LIC-PRO;BIO MOL CEL BIOPRODUCTION;BIOTECHNOLOGIES SPE BIOLOGIE MOLECULAIRE ET CELLULAIRE, BIOPRODUCTION (LP CERGY);01/09/2010;31/08/2015;;;;;;;;;;;;;;;;demande AFI24;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;420;Sciences de la vie;2007718;BIOTECHNOLOGIES;20100238;0951750L;;0510;Sciences biologiques et apparent�es;06;NIVEAU 6
25022132;250;LICENCE PROFESSIONNELLE;221;AGRO-ALIMENTAIRE, ALIMENTATION, CUISINE;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;LIC-PRO;BIO-INDUSTRIES BIOTECHNOLOGIES;BIO-INDUSTRIES ET BIOTECHNOLOGIES (LP EVRY);01/09/2010;31/08/2020;;;2015;;;;;;;;;;;;;remplace sise 2007719 hab 20100670;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;540;Industries de transformation et de traitement;2400021;BIO-INDUSTRIES ET BIOTECHNOLOGIES;20150308;0911975C;;0720;Industries de transformation et de traitement;06;NIVEAU 6
25022245;250;LICENCE PROFESSIONNELLE;222;TRANSFORMATIONS CHIMIQUES ET APPARENTEES;W;COMMERCIALISATION;;LIC-PRO;CCIALISATION PDTS COSMETIQ PARFUM;COMMERCE SPE VENTE ET COMMERCIALISATION NATIONALE ET INTERNATIONALE DES PRODUITS DE LA COSMETIQUE PARFUMERIE (LP VERSAILLES);01/09/2010;31/08/2015;;;;;;;;;;;;;;;;remplace par le 2503121A cause nsf parcours vente ccialisation pdts cosmetique parfumerie;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;524;Chimie et g�nie des proc�d�s;2007731;COMMERCE;20100443;0781944P;;0711;Ing�nierie chimique et processus;06;NIVEAU 6
25022247;250;LICENCE PROFESSIONNELLE;222;TRANSFORMATIONS CHIMIQUES ET APPARENTEES;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;LIC-PRO;IND PHARM COSM SANTE GEST PN VALO;INDUSTRIES PHARMACEUTIQUES, COSMETOLOGIQUES ET DE SANTE : GESTION, PRODUCTION ET VALORISATION (PARIS 12);01/09/2010;31/08/2020;;;;;;;;;;;;;;;;demande CFA LEEM Boulogne;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;720;Sant�;2400055;INDUSTRIES PHARMACEUTIQUES, COSMETOLOGIQUES ET DE SANTE : GESTION, PRODUCTION ET VALORISATION;20150463;0941111X;;0910;Sant�;06;NIVEAU 6
25023217;250;LICENCE PROFESSIONNELLE;232;BATIMENT : CONSTRUCTION ET COUVERTURE;P;ORGANISATION GESTION;;LIC-PRO;ECONOMIE CONSTRUCTION MAE;BATIMENT ET CONSTRUCTION SPE ECONOMIE DE LA CONSTRUCTION EN MAITRISE D'OEUVRE (LP NANTES);01/09/2014;31/08/2017;;;;;;;;;;;;;;;;remplace par le 25023050 avec le 25023025;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;582;B�timent et g�nie civil;2006175;BATIMENT ET CONSTRUCTION;20080400;0440984F;;0732;Construction et g�nie civil;06;NIVEAU 6
25025536;250;LICENCE PROFESSIONNELLE;255;ELECTRICITE, ELECTRONIQUE;P;ORGANISATION GESTION;;LIC-PRO;MAITR ENERJ ELECTR DEVPT DURABLE;MAITRISE DE L'ENERGIE, ELECTRICITE, DEVELOPPEMENT DURABLE (LP POITIERS);01/09/2010;31/08/2023;;;;;;;;;;;;;;;;anc hab 20080306;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;523;Electronique et automatisation;2400070;MAITRISE DE L'ENERGIE, ELECTRICITE, DEVELOPPEMENT DURABLE;20161183;0860856N;;0714;�lectronique et automatisation;06;NIVEAU 6
25031118;250;LICENCE PROFESSIONNELLE;311;TRANSPORT, MANUTENTION, MAGASINAGE;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;LIC-PRO;MANAGEMENT PROSSESUS LOGISTIQUES;MANAGEMENT DES PROCESSUS LOGISTIQUES (LP CAEN);01/09/2008;31/08/2022;;;;;;;;;;;;;;;;IUT CAEN;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;345;Gestion et administration;2400072;MANAGEMENT DES PROCESSUS LOGISTIQUES;20170123;0141408E;;0413;Gestion et administration;06;NIVEAU 6
25034315;250;LICENCE PROFESSIONNELLE;343;NETTOYAGE, ASSAIN., PROTECTION ENVIRONMT;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;LIC-PRO;DPOLLUTION MATRISE RISQUES INDUST;PROTECTION DE L'ENVIRONNEMENT SPE METIERS DU DEMANTELEMENT DES DECHETS DE LA DEPOLLUTION ET DE LA MAITRISE DES RISQUES INDUSTRIELS (LP NIMES);01/09/2010;31/08/2015;;;2015;;;;;;;;;;;;;remplace avec le 25034316 par le 25034332;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;850;Protection de l'environnement;2003011;PROTECTION DE L'ENVIRONNEMENT;20070243;0301687W;;0521;Sciences environnementales;06;NIVEAU 6
13512217;135;MASTER PROFESSIONNEL;122;ECONOMIE;G;APPLICATIONS AUX ACTIVITES DE SERVICES;;MASTER PRO;INTELLIGENCE ECO ANALYS RISQUES;SCIENCES HUMAINES ET SOCIALES : INFORMATION ET COMMUNICATION SPE INTELLIGENCE ECONOMIQUE ET ANALYSE DES RISQUES (MASTER MARNE LA VALLEE);01/09/2010;31/08/2015;;;;;;;;;;;;;;;;remplace avec le 13532501 par le 13512224;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;310;Sciences sociales et du comportement;2210959;SCIENCES HUMAINES ET SOCIALES : INFORMATION ET COMMUNICATION;20042618;0772502B;;0310;Sciences sociales et du comportement;07;NIVEAU 7
17020024;170;INGENIEURS RECONNUS (RCT..), NFI , ALTERNANCE;200;TECHNOLOGIES INDUSTRIELLES FONDAMENTALES;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;ING;ING ARTS MANUFACTURES ECOLE CENTR;INGENIEUR DIPLOME DE L'ECOLE CENTRALE DES ARTS ET MANUFACTURES;01/09/2010;31/08/2020;;;;;;;;;;;;;;;;devient Centrale supelec avec supelec derniere promo en 2019;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;06/01/2021;;520;Ing�nierie et techniques apparent�es;6000220;INGENIEUR DIPLOME DE L'ECOLE CENTRALE DES ARTS ET MANUFACTURES;;0921225G;;0710;Ing�nierie et techniques apparent�es;07;NIVEAU 7
25022250;250;LICENCE PROFESSIONNELLE;222;TRANSFORMATIONS CHIMIQUES ET APPARENTEES;S;PRODUCTION;;LIC-PRO;IND PHARM COSM SANTE GEST PN VALO;INDUSTRIES PHARMACEUTIQUES, COSMETOLOGIQUES ET DE SANTE : GESTION, PRODUCTION ET VALORISATION (LP CAEN);01/09/2009;31/08/2022;;;;;;;;;;;;;;;;IUT de CAEN;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;524;Chimie et g�nie des proc�d�s;2400055;INDUSTRIES PHARMACEUTIQUES, COSMETOLOGIQUES ET DE SANTE : GESTION, PRODUCTION ET VALORISATION;20170135;0141408E;;0711;Ing�nierie chimique et processus;06;NIVEAU 6
13532647;135;MASTER PROFESSIONNEL;326;INFORMATIQUE, TRAITEMT DE L'INFORMATION;P;ORGANISATION GESTION;;MASTER PRO;ARCHI RSX TECH INDUITES COMMUNIC;SCIENCES, TECHNOLOGIES, SANTE : SCIENCES ET TECHNOLOGIES DE L'INFORMATION ET DE LA COMMUNICATION SPE ARCHITECTURE DES RESEAUX ET TECHNOLOGIES INDUITES DES CIRCUITS DE COMMUNICATION (MASTER LIMOGES);01/09/2010;31/08/2018;;;;;;;;;;;;;;;;remplace par le 13511512 pour nsf;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;481;Sciences informatiques;2203413;SCIENCES, TECHNOLOGIES, SANTE : SCIENCES ET TECHNIQUES DE L'INFORMATION ET DE LA COMMUNICATION;20081605;0870669E;;0612;Conception et administration de bases de donn�es et de r�seau;07;NIVEAU 7
13531346;135;MASTER PROFESSIONNEL;313;FINANCES, BANQUE, ASSURANCES;T;REALISATION DU SERVICE;;MASTER PRO;CHARGE AFFAIRE FINANCE BQ;DROIT, ECONOMIE, GESTION : FINANCE ET BANQUE SPE CHARGE D'AFFAIRES (MASTER LILLE 2);01/09/2010;31/08/2015;;;;;;;;;;;;;;;;formasup nord et cfa bq finance remplace avec 13531347 le 13531328;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;343;Finance, banque, assurance;2215678;DROIT, ECONOMIE, GESTION : FINANCE ET BANQUE;20100052;0593560Z;;0412;Finance, banque et assurances;07;NIVEAU 7
20512402;205;LICENCE LMD;124;PSYCHOLOGIE;A;AUTRE/NON INDIQUE (DOMAINE DISCIPLINAIR);;LIC LMD;PSYCHOLOGIE;PSYCHOLOGIE (LIC LMD REIMS);01/09/2016;31/08/2023;;;;;;;;;;;;;;;;demande cfa sup univ reims;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;310;Sciences sociales et du comportement;2300014;PSYCHOLOGIE;20140615;0511296G;;0310;Sciences sociales et du comportement;06;NIVEAU 6
13513609;135;MASTER PROFESSIONNEL;136;LANGUES VIVANTES, CIVILISATIONS ETRANG.;G;APPLICATIONS AUX ACTIVITES DE SERVICES;;MASTER PRO;RELATIONS INTERNATIONALES;LANGUES, CULTURES ET SOCIETES DU MONDE : METIERS DE L'INTERNATIONAL SPE RELATIONS INTERNATIONALES (MASTER INALCO);01/09/2010;31/08/2019;;;;;;;;;;;;;;;;demande Formasup Paris;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;222;Langues et cultures �trang�res;2215789;ARTS, LETTRES ET LANGUES/SCIENCES HUMAINES ET SOCIALES : METIERS DE L'INTERNATIONAL;20100533;0753488J;;0231;Acquisition d'une langue;07;NIVEAU 7
13531345;135;MASTER PROFESSIONNEL;313;FINANCES, BANQUE, ASSURANCES;P;ORGANISATION GESTION;;MASTER PRO;GEST PATRIMOINE PRIVE ET PROF;DROIT : DROIT PRIVE SPE GESTION DU PATRIMOINE PRIVE ET PROFESSIONNEL (MASTER PARIS 2);01/09/2010;31/08/2019;;;;;;;;;;;;;;;;demande formasup Paris;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;345;Gestion et administration;2212784;DROIT : DROIT PRIVE;20051890;0751718K;;0413;Gestion et administration;07;NIVEAU 7
20513101;205;LICENCE LMD;131;FRANCAIS, LITTERATURE & CIVIL.FRANCAISE;A;AUTRE/NON INDIQUE (DOMAINE DISCIPLINAIR);;LIC LMD;LETTRES;LETTRES (LIC LMD NANTES);01/09/2015;31/08/2022;;;;;;;;;;;;;;;;demande region ploire;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;223;Langue maternelle;2300026;LETTRES;20140777;0440984F;;0232;Litt�rature et linguistique;06;NIVEAU 6
25022251;250;LICENCE PROFESSIONNELLE;222;TRANSFORMATIONS CHIMIQUES ET APPARENTEES;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;LIC-PRO;CHIMIE PHYSIQUE DES MATERIAUX;CHIMIE ET PHYSIQUE DES MATERIAUX (LP PARIS 6);01/09/2010;31/08/2019;;;;;;;;;;;;;;;;demande CFA AFI 24;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;524;Chimie et g�nie des proc�d�s;2400028;CHIMIE ET PHYSIQUE DES MATERIAUX;20161152;0751722P;;0711;Ing�nierie chimique et processus;06;NIVEAU 6
25012803;250;LICENCE PROFESSIONNELLE;128;DROIT, SCIENCES POLITIQUES;G;APPLICATIONS AUX ACTIVITES DE SERVICES;;LIC-PRO;ACTIV JURIDIQ METIERS DROIT PRIVE;ACTIVITES JURIDIQUES : METIERS DU DROIT PRIVE (LP VALENCIENNES);01/09/2010;31/08/2020;;;;;;;;;;;;;;;;remplace sise 2007706 hab 20060542;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;380;Droit;2400008;ACTIVITES JURIDIQUES : METIERS DU DROIT PRIVE;20150210;0593279U;;0421;Droit;06;NIVEAU 6
36N25501;36N;TH DE NIV 3 MINISTERE INDUSTRIE;255;ELECTRICITE, ELECTRONIQUE;R;CONTROLE PREVENTION ENTRETIEN;;TH3-N;CONCEPT INST SYST ELECTRONIQ SECU;CONCEPTEUR D'INSTALLATIONS DE SYSTEMES ELECTRONIQUES DE SECURITE (CNPP);01/09/2010;31/08/2015;;;;28/01/2009;07/02/2014;;;;;;;;;;;rncp 6629 CENTRE NATIONAL DE PREVENTION ET DE PROTECTION demande CCI Versailles pour IFA;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;DEPPA1;10/12/2020;;860;Services de s�curit�;;;;;;1088;Domaine interdisciplinaire services;05;NIVEAU 5
13531240;135;MASTER PROFESSIONNEL;312;COMMERCE, VENTE;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;MASTER PRO;COMMERCE INTERNATIONAL;LANGUES, CULTURES ET SOCIETES DU MONDE : METIERS DE L'INTERNATIONAL SPE COMMERCE INTERNATIONAL (MASTER INALCO);01/09/2010;31/08/2019;;;;;;;;;;;;;;;;demande Formasup Paris;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;341;Vente en gros et au d�tail;2215788;ARTS, LETTRES ET LANGUES/SCIENCES HUMAINES ET SOCIALES : METIERS DE L'INTERNATIONAL;20100533;0753488J;;0416;Vente en gros et au d�tail;07;NIVEAU 7
13531377;135;MASTER PROFESSIONNEL;313;FINANCES, BANQUE, ASSURANCES;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;MASTER PRO;ACTUARIAT;ACTUARIAT (MASTER PARIS 6);01/09/2016;31/08/2019;;;;;;;;;;;;;;;;demande cfa upmc;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;345;Gestion et administration;2500041;ACTUARIAT;20161139;0751722P;;0413;Gestion et administration;07;NIVEAU 7
25022248;250;LICENCE PROFESSIONNELLE;222;TRANSFORMATIONS CHIMIQUES ET APPARENTEES;R;CONTROLE PREVENTION ENTRETIEN;;LIC-PRO;BIO-PRODUCTION CTRL QUALITE;BIOTECHNOLOGIES SPE BIO-PRODUCTION ET CONTR�LE QUALITE (LP EVRY);01/09/2010;31/08/2015;;;;;;;;;;;;;;;;jamais remonte;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;524;Chimie et g�nie des proc�d�s;2006829;BIOTECHNOLOGIES;20090986;0911975C;;0711;Ing�nierie chimique et processus;06;NIVEAU 6
25032309;250;LICENCE PROFESSIONNELLE;323;TECHNIQUES DE IMAGE, SON, SPECTACLE;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;LIC-PRO;EDITION COMMERCE DU LIVRE;METIERS DU LIVRE : EDITION ET COMMERCE DU LIVRE (LP PARIS 6);01/09/2009;31/08/2019;;;;;;;;;;;;;;;;demande du CFA UPMC non habilitee au moment de la codification;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;213;Techniques audiovisuelles et production m�dia;2400149;METIERS DU LIVRE : EDITION ET COMMERCE DU LIVRE;20161162;0751722P;;0211;Techniques audiovisuelles et production multim�dia;06;NIVEAU 6
13531525;135;MASTER PROFESSIONNEL;315;RESSOURCES HUMAINES GESTION DU PERSONNEL;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;MASTER 1;MNGT ORG SOC CULTURELLES TERRITOR;DROIT, ECONOMIE, GESTION : MANAGEMENT DES ORGANISATIONS SOCIALES, CULTURELLES ET TERRITORIALES (MASTER 1 LILLE 1);01/09/2010;31/08/2015;;;;;;;;;;;;;;;;autre mention de master 1 menant au master 2 GRH 13531518 habilitation 20040648 sciences de gestion;T;ANNEE COMMUNE OU TRONC COMMUN;DEPPA1;10/12/2020;;345;Gestion et administration;2204961;DROIT, ECONOMIE, GESTION : MANAGEMENT DES ORGANISATIONS SOCIALES, CULTURELLES ET TERRITORIALES;20100332;0593559Y;;0413;Gestion et administration;07;NIVEAU 7
25021105;250;LICENCE PROFESSIONNELLE;211;PRODUCTIONS VEGETALES, CULTUR.SPECIALIS.;N;CONCEPTION;;LIC-PRO;PRODUCTIONS VEGETALES;PRODUCTIONS VEGETALES (LP LYON 1);01/09/2010;31/08/2022;;;;;;;;;;;;;;;;anc hab 20070125;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;621;Production agricole et animale;2400161;PRODUCTIONS VEGETALES;20160391;0691774D;;0811;Culture et �levage;06;NIVEAU 6
15531301;155;DIPLOME GRAND ETABLISSEMENT GRADE MASTER;313;FINANCES, BANQUE, ASSURANCES;N;CONCEPTION;;DIP GM;FINANCE STRATEGIE SC PO;DIPLOME GRADE MASTER DE SCIENCES PO : FINANCE ET STRATEGIE;01/09/2010;;;;;;;;;;;;;;;;;demande Formasup Paris;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;06/01/2021;;343;Finance, banque, assurance;8000055;MASTERS SCIENCES PO;;0753431X;;0412;Finance, banque et assurances;07;NIVEAU 7
